engelman_met_id,PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID_UPDATED,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB
met43333,4216,carboxyibuprofen,Xenobiotics,"Drug - Analgesics, Anesthetics",43333,LC/MS Neg,100004171,1920,235.0976,15935-54-3,10444113,,HMDB60564
met62067,4217,carboxyibuprofen glucuronide*,Xenobiotics,"Drug - Analgesics, Anesthetics",62067,LC/MS Pos Early,100020212,2995,430.1708,,,,HMDB60564
met15500,1452,carnitine,Lipid,Carnitine Metabolism,15500,LC/MS Pos Early,100000007,1978,162.1125,461-05-2,10917,C00318,HMDB00062
met57635,3569,carotene diol (1),Cofactors and Vitamins,Vitamin A Metabolism,57635,LC/MS Pos Late,100015966,1720,568.4276,,,,
met57636,3570,carotene diol (2),Cofactors and Vitamins,Vitamin A Metabolism,57636,LC/MS Pos Late,100015967,1904,568.4279,,,,
met57637,3571,carotene diol (3),Cofactors and Vitamins,Vitamin A Metabolism,57637,LC/MS Pos Late,100015968,1948,568.4279,,,,
met35320,3619,catechol sulfate,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906,188.9863,4918-96-1,3083879,,HMDB59724
met38599,4229,celecoxib,Xenobiotics,"Drug - Analgesics, Anesthetics",38599,LC/MS Neg,100002805,5283,380.0686,169590-42-5,2662,C07589,HMDB05014
met57443,2454,"ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Ceramides,57443,LC/MS Pos Late,100015744,3858,646.6133,,,,
met57516,1444,cerotoylcarnitine (C26)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57516,LC/MS Pos Late,100015835,1649,540.4986,,,,HMDB06347
met54745,4500,cetirizine,Xenobiotics,Drug - Respiratory,54745,LC/MS Pos Late,100009034,1052,389.1627,83881-51-0,2678,C07778,HMDB05032
met1563,2687,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,1563,LC/MS Neg,1123,5264,391.2854,474-24-9;474-25-9,10133,C02528,HMDB00518
met37112,1660,chiro-inositol,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.0616,643-12-9,,C19891,HMDB34220
met54784,4374,chlorthalidone,Xenobiotics,Drug - Cardiovascular,54784,LC/MS Neg,100006181,3600,337.0055,77-36-1,2732,D00272,
met22842,2684,cholate,Lipid,Primary Bile Acid Metabolism,22842,LC/MS Neg,136,5165,407.2803,81-25-4,221493,C00695,HMDB00619
met63,2495,cholesterol,Lipid,Sterol,63,LC/MS Pos Late,266,2707,369.3516,57-88-5,11025495,C00187,HMDB00067
met15506,1688,choline,Lipid,Phospholipid Metabolism,15506,LC/MS Pos Early,1256,1961,104.107,67-48-1,305,C00114,HMDB00097
met34396,1689,choline phosphate,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700,184.0733,72556-74-2,1014,C00588,HMDB01565
met42592,4393,cimetidine,Xenobiotics,Drug - Gastrointestinal,42592,LC/MS Pos Early,100004011,2715,253.123,51481-61-9,,,
met38637,3859,cinnamoylglycine,Xenobiotics,Food Component/Plant,38637,LC/MS Neg,100002253,3127,204.0666,16534-24-0,709625,,HMDB11621
met57614,4277,ciprofloxacin,Xenobiotics,Drug - Antibiotic,57614,LC/MS Neg,100000687,2724,392.1263,85721-33-1,4011971;2764,C05349,
met38178,1406,cis-4-decenoylcarnitine (C10:1),Lipid,Fatty Acid Metabolism(Acyl Carnitine),38178,LC/MS Pos Late,100002259,1057,314.2326,98930-66-6,,,
met1564,1101,citrate,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.0197,77-92-9,311,C00158,HMDB00094
met2132,361,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Pos Early,391,1520,176.103,372-75-8,9750,C00327,HMDB00904
met57673,4272,clindamycin,Xenobiotics,Drug - Antibiotic,57673,LC/MS Pos Late,100015876,848,425.1872,18323-44-9,446598,"D00277,C06914",
met5983,2589,corticosterone,Lipid,Corticosteroids,5983,LC/MS Neg,272,5040,345.2071,50-22-6,5753,C02140,HMDB01547
met1712,2594,cortisol,Lipid,Corticosteroids,1712,LC/MS Neg,356,4710,361.202,50-23-7,5754,C00735,HMDB00063
met1769,2596,cortisone,Lipid,Corticosteroids,1769,LC/MS Neg,273,4575,359.1864,53-06-5,222786,C00762,HMDB02802
met553,3691,cotinine,Xenobiotics,Tobacco Metabolite,553,LC/MS Pos Early,848,2213,177.1022,486-56-6,854019,,HMDB01046
met38662,3693,cotinine N-oxide,Xenobiotics,Tobacco Metabolite,38662,LC/MS Pos Early,100002719,1377,193.0972,36508-80-2,9815514,,HMDB01411
met27718,388,creatine,Amino Acid,Creatine Metabolism,27718,LC/MS Pos Early,1221,1947,132.0768,57-00-1,586,C00300,HMDB00064
met513,389,creatinine,Amino Acid,Creatine Metabolism,513,LC/MS Pos Early,275,2055,114.0662,60-27-5,588,C00791,HMDB00562
met18368,425,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,18368,LC/MS Pos Early,1224,2947,355.0741,7729-20-6,333293,,
met15705,332,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15705,LC/MS Pos Early,310,2270,223.0747,535-34-2,439258,C02291,HMDB00099
met1868,334,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos Early,800,1488,122.027,52-90-4;56-89-3,5862,C00097,HMDB00574
met22176,339,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",22176,LC/MS Pos Early,100000808,565,201.9838,1637-71-4,115015,C05824,HMDB00731
met37443,344,cysteine sulfinic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",37443,LC/MS Pos Early,100002113,597,154.0169,207121-48-0,109,C00606,HMDB00996
met35159,420,cysteine-glutathione disulfide,Amino Acid,Glutathione Metabolism,35159,LC/MS Pos Early,100001437,2465,427.0952,13081-14-6,4247235,,HMDB00656
met35637,423,cysteinylglycine,Amino Acid,Glutathione Metabolism,35637,LC/MS Pos Early,278,2132,179.0485,19246-18-5,439498,C01419,HMDB00078
met62103,424,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,62103,LC/MS Pos Early,100002466,2547,298.0526,70555-24-7,,,HMDB00709
met56,340,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",56,LC/MS Pos Early,279,2000,241.0311,56-89-3,67678,C00491,HMDB00192
met514,3431,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,65-46-3,6175,C00475,HMDB00089
met573,3432,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.0505,71-30-7,597,C00380,HMDB00630
met48728,4064,daidzein sulfate (2),Xenobiotics,Food Component/Plant,48728,LC/MS Neg,100006363,3330,333.0076,,,,
met33941,1403,decanoylcarnitine (C10),Lipid,Fatty Acid Metabolism(Acyl Carnitine),33941,LC/MS Pos Late,100001251,1130,316.2482,1492-27-9,10245190,,HMDB00651
met32425,2611,dehydroisoandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,32425,LC/MS Neg,100000792,4745,367.1585,651-48-9,12594,C04555,HMDB01032
met36747,1451,deoxycarnitine,Lipid,Carnitine Metabolism,36747,LC/MS Pos Early,100001662,2052,146.1176,6249-56-5,134,C01181,HMDB01161
met1114,2703,deoxycholate,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.2854,83-44-3,222528,C04483,HMDB00626
met46331,4211,desmethylnaproxen,Xenobiotics,"Drug - Analgesics, Anesthetics",46331,LC/MS Neg,100001787,3045,215.0714,52079-10-4,13393711,,HMDB13989
met46106,4212,desmethylnaproxen sulfate,Xenobiotics,"Drug - Analgesics, Anesthetics",46106,LC/MS Neg,100001788,2250,295.0282,,184679,,
met57668,4397,dexlansoprazole,Xenobiotics,Drug - Gastrointestinal,57668,LC/MS Pos Late,100015794,827,370.0832,138530-94-6,9578005,D08903,
met38314,4642,dexpanthenol,Xenobiotics,Chemical,38314,LC/MS Pos Early,100002376,1740,206.1387,16485-10-2,4678,D03726,HMDB04231
met38301,4503,dextromethorphan,Xenobiotics,Drug - Respiratory,38301,LC/MS Pos Late,100000740,904,272.2009,18046-32-7,5362449,C06947,HMDB01920
met17805,1214,dihomo-linoleate (20:2n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730,307.2643,2091-39-6,6439848,C16525,HMDB05060
met35718,1209,dihomo-linolenate (20:3n3 or n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,C03242,HMDB02925
met53262,1463,dihomo-linolenoyl-choline,Lipid,Fatty Acid Metabolism (Acyl Choline),53262,LC/MS Pos Late,100009335,1424,392.3523,,,,
met57521,1432,dihomo-linolenoylcarnitine (20:3n3 or 6)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57521,LC/MS Pos Late,100015840,1392,450.3578,,,,
met57520,1433,dihomo-linoleoylcarnitine (C20:2)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57520,LC/MS Pos Late,100015839,1436,452.3734,,,,
met40481,3883,dihydroferulic acid,Xenobiotics,Food Component/Plant,40481,LC/MS Neg,100003432,1928,195.0663,1135-23-5,14340,,
met601,3388,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910,157.0255,155-54-4,648,C00337,HMDB03349
met42981,4360,diltiazem,Xenobiotics,Drug - Cardiovascular,42981,LC/MS Pos Late,100004015,888,415.1686,33286-22-5,39186,C06958,HMDB14487
met43424,4644,dimethyl sulfone,Xenobiotics,Chemical,43424,LC/MS Pos Early,100004284,832,95.0161,67-71-0,6213,C11142,HMDB04983
met48404,4645,dimethyl sulfoxide (DMSO),Xenobiotics,Chemical,48404,LC/MS Pos Early,100001549,817,79.0212,67-68-5,679,C11143,HMDB02151
met36808,367,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.1503,102783-24-4,123831,C03626,HMDB01539
met5086,5,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",5086,LC/MS Pos Early,806,1104,104.0706,1118-68-9,673,C01026,HMDB00092
met38669,4496,diphenhydramine,Xenobiotics,Drug - Respiratory,38669,LC/MS Pos Late,100002732,911,256.1696,147-24-0,3100,C06960,HMDB01927
met32415,1213,docosadienoate (22:2n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.2956,7370-49-2,5282807,C16533,HMDB61714
met39837,1317,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate",39837,LC/MS Neg,100002952,5291.8,369.301,505-56-6,244872,C19625,
met44675,1200,docosahexaenoate (DHA; 22:6n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525,327.233,6217-54-5,445580,C06429,HMDB02183
met53263,1467,docosahexaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53263,LC/MS Pos Late,100009333,1378,414.3367,,,,
met32504,1199,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),32504,LC/MS Neg,100001181,5571,329.2486,2234-74-4,6441454,C16513,HMDB06528
met37478,1212,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),37478,LC/MS Neg,100001580,5624.5,329.2486,25182-74-5,6441454,C16513,HMDB01976
met32388,1308,dodecanedioate (C12-DC),Lipid,"Fatty Acid, Dicarboxylate",32388,LC/MS Neg,100001102,2990,229.1445,693-23-2,12736,C02678,HMDB00623
met48407,180,dopamine 3-O-sulfate,Amino Acid,Tyrosine Metabolism,48407,LC/MS Neg,100006361,1556.2,232.0285,,122136,C13690,HMDB06275
met39273,4285,doxycycline,Xenobiotics,Drug - Antibiotic,39273,LC/MS Pos Late,100003009,829,445.1606,24390-14-5,,,
met57791,4138,echinatin,Xenobiotics,Food Component/Plant,57791,LC/MS Pos Late,100004180,768,271.0965,34221-41-5,6442675,,
met35651,4646,ectoine,Xenobiotics,Chemical,35651,LC/MS Pos Early,100001635,1980,143.0815,96702-03-3,126041,C06231,
met22163,4647,EDTA,Xenobiotics,Chemical,22163,LC/MS Neg,100001002,643,291.0834,60-00-4,6049,C00284,HMDB15109
met39831,1316,eicosanodioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",39831,LC/MS Neg,100002951,5200.9,341.2697,2424-92-2,75502,,
met18467,1198,eicosapentaenoate (EPA; 20:5n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),18467,LC/MS Neg,2050,5450,301.2173,10-2005-9;10417-94-4,446284,C06428,HMDB01999
met53258,1469,eicosapentaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53258,LC/MS Pos Late,100009336,1343,388.321,,,,
met33587,1181,eicosenoate (20:1),Lipid,Long Chain Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,,5282768,C16526,HMDB02231
met57519,1434,eicosenoylcarnitine (C20:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57519,LC/MS Pos Late,100015838,1484,454.3891,,,,
met52949,4379,enalapril,Xenobiotics,Drug - Cardiovascular,52949,LC/MS Pos Late,100008948,900,377.2071,75847-73-3,3222,,
met33973,2615,epiandrosterone sulfate,Lipid,Androgenic Steroids,33973,LC/MS Neg,100001287,4855,369.1741,22229-22-7,9929317,,
met40478,3891,equol sulfate,Xenobiotics,Food Component/Plant,40478,LC/MS Neg,100003429,3630,321.0438,,,,
met37459,3892,ergothioneine,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.0958,58511-63-0,3032311,C05570,HMDB03045
met1552,1186,erucate (22:1n9),Lipid,Long Chain Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,112-86-7,5281116,C08316,HMDB02068
met20699,3894,erythritol,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491,167.0561,149-32-6,222285,C00503,HMDB02994
met42420,1094,erythronate*,Carbohydrate,Aminosugar Metabolism,42420,LC/MS Polar,100001320,2186,135.0299,88759-55-1,2781043,,HMDB00613
met40459,4477,escitalopram,Xenobiotics,Drug - Psychoactive,40459,LC/MS Pos Late,100003444,908,325.1711,219861-08-2,146570,D07913,HMDB05028
met18474,2668,estrone 3-sulfate,Lipid,Estrogenic Steroids,18474,LC/MS Neg,1230,4417.3,349.1115,438-67-5,3001028,C02538,HMDB01425
met39603,4586,ethyl glucuronide,Xenobiotics,Chemical,39603,LC/MS Neg,100002849,793,221.0667,17685-04-0,152226,,HMDB10325
met15765,297,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.035,601-75-2,11756,,HMDB00622
met47112,2626,etiocholanolone glucuronide,Lipid,Androgenic Steroids,47112,LC/MS Neg,100005403,4915,465.2494,621890,270605,,HMDB04484
met48715,4066,eugenol sulfate,Xenobiotics,Food Component/Plant,48715,LC/MS Neg,100006171,3782,243.0333,95480-60-7,180632,,
met42613,4392,famotidine,Xenobiotics,Drug - Gastrointestinal,42613,LC/MS Pos Early,100003964,2718,338.0522,76824-35-6,5702160,D00318,HMDB01919
met47114,3897,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,47114,LC/MS Neg,100005389,1200,273.0074,86321-29-1,6305574,,HMDB29200
met42021,4499,fexofenadine,Xenobiotics,Drug - Respiratory,42021,LC/MS Pos Late,100004018,944,502.2952,83799-24-0,3348,C06999,HMDB05030
met57709,859,Fibrinopeptide A*,Peptide,Fibrinogen Cleavage Peptide,57709,LC/MS Neg,100001322,2474,766.8353,25422-31-5,16133137,,
met31548,860,"Fibrinopeptide A, des-ala(1)*",Peptide,Fibrinogen Cleavage Peptide,31548,LC/MS Neg,100001323,2535,731.3168,,,,
met57712,861,"Fibrinopeptide A, phosphono-ser(3)*",Peptide,Fibrinogen Cleavage Peptide,57712,LC/MS Neg,100001324,2016,806.8185,886023-52-5,,,
met61837,871,Fibrinopeptide B,Peptide,Fibrinogen Cleavage Peptide,61837,LC/MS Neg,100015991,2909,774.8223,36204-23-6,,,
met57707,4305,fluconazole,Xenobiotics,Drug - Antibiotic,57707,LC/MS Pos Early,100015972,2731,307.1114,86386-73-4,3365,D00322,HMDB14342
met44619,4464,fluoxetine,Xenobiotics,Drug - Psychoactive,44619,LC/MS Pos Late,1382,1025,310.1413,59333-67-4,3386,D00326,
met40456,4476,fluvoxamine,Xenobiotics,Drug - Psychoactive,40456,LC/MS Neg,100003443,5267,359.1586,54739-18-3,5324346,C07571,
met43493,74,formiminoglutamate,Amino Acid,Histidine Metabolism,43493,LC/MS Pos Early,100002500,1880,175.0713,816-90-0,439233,C00439,HMDB00854
met48195,1018,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48195,LC/MS Polar,878,2065,225.0616,57-48-7,5984,C00095,HMDB00660
met1643,1111,fumarate,Energy,TCA Cycle,1643,LC/MS Polar,330,3084,115.0037,100-17-8,444972,C00122,HMDB00134
met43009,4373,furosemide,Xenobiotics,Drug - Cardiovascular,43009,LC/MS Neg,100004241,3515,329.0004,54-31-9,3440,D00331,HMDB01933
met38686,4442,gabapentin,Xenobiotics,Drug - Neurological,38686,LC/MS Neg,100002806,2407.4,170.1187,60142-96-3,3446,D00332,HMDB05015
met27719,1043,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.051,299-28-5,128869,C00880,HMDB00565
met44876,3518,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,44876,LC/MS Neg,100002094,3843,263.1289,178167-75-4,133098,,HMDB01931
met42381,3519,gamma-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,42381,LC/MS Neg,100004243,2500,439.161,,,,
met55015,446,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,,65254,,
met33934,447,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2717,276.1554,17105-15-6,7015685,,HMDB03869
met37063,438,gamma-glutamylalanine,Peptide,Gamma-glutamyl Amino Acid,37063,LC/MS Pos Early,100001843,1986,219.0976,5875-41-2,440103,,HMDB29142
met62104,455,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.1456,,,,
met36738,440,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.103,1116-22-9,92865,C05282,HMDB11737
met2730,441,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.119,10148-81-9,150914,C05283,HMDB11738
met33949,442,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,1948-29-4,165527,,HMDB11667
met18245,443,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.1194,37460-15-4,7017195,,
met34457,444,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34457,LC/MS Neg,100001485,1600,259.1299,,14253342,,HMDB11170
met18369,445,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Neg,1268,1685,259.1299,2566-39-4,151023,,HMDB11171
met44872,448,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.1009,17663-87-5,7009567,,HMDB29155
met33422,449,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Neg,100000491,1825,293.1143,7432-24-8,111299,,HMDB00594
met33364,450,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.1081,5652-48-2,76078708,,HMDB29159
met33947,451,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Neg,100001295,1960,332.1252,66471-20-3,3989307,,HMDB29160
met2734,452,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Neg,1102,1240,309.1092,7432-23-7,94340,,HMDB11741
met43829,453,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.1289,2746-34-1,7015683,,HMDB11172
met52473,3524,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.3643,,,,
met42984,4420,gemfibrozil,Xenobiotics,Drug - Metabolic,42984,LC/MS Neg,100004034,5166,249.1496,25812-30-0,3463,D00334,HMDB15371
met62061,3879,genistein sulfate*,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.0024,,,,
met18280,174,gentisate,Amino Acid,Tyrosine Metabolism,18280,LC/MS Polar,100000447,905,153.0193,490-79-9,3469,C00628,HMDB00152
met587,3819,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.051,527-07-1,10690,C00257,HMDB00625
met48152,908,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,LC/MS Polar,572,2342,225.0616,50-99-7,79025,C00031,HMDB00122
met15443,1071,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,207300-70-7,444791,C00191,HMDB00127
met61881,4742,glucuronide of C10H18O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,61881,LC/MS Neg,100019990,2728,345.1555,,,,
met61883,4744,glucuronide of C10H18O2 (3)*,Partially Characterized Molecules,Partially Characterized Molecules,61883,LC/MS Neg,100019992,2990,345.1555,,,,
met61887,4748,glucuronide of C10H18O2 (7)*,Partially Characterized Molecules,Partially Characterized Molecules,61887,LC/MS Neg,100020014,3790,345.1555,,,,
met61888,4749,glucuronide of C10H18O2 (8)*,Partially Characterized Molecules,Partially Characterized Molecules,61888,LC/MS Neg,100020015,3865,345.1555,,,,
met61970,4763,glucuronide of C14H22O4 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,61970,LC/MS Neg,100020096,3932,429.1766,,,,
met61974,4730,glucuronide of C8H16O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,61974,LC/MS Neg,100020002,4125,319.1399,,,,
met57,41,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.0604,56-86-0,611,C00025,HMDB00148
met33487,50,"glutamate, gamma-methyl ester",Amino Acid,Glutamate Metabolism,33487,LC/MS Pos Early,100001103,2170,162.0761,1499-55-4;1499-55-4,68662,,HMDB61715
met53,42,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.0764,56-85-9,5961,C00064,HMDB00641
met396,1284,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,110-94-1,743,C00489,HMDB00661
met44664,105,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.1442,102636-82-8,71464488,,HMDB13130
met1572,928,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,600-19-1,752,C00258,HMDB00139
met15122,2228,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.0401,56-81-5,753,C00116,HMDB00131
met43847,2229,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.021,29849-82-9,754,C00093,HMDB00126
met37455,1696,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Polar,100001620,3075,214.0486,33049-08-0,123874,C01233,HMDB00114
met15990,1692,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,28319-77-9,71920,C00670,HMDB00086
met58,1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,56-40-6,750,C00037,HMDB00123
met62145,4773,glycine conjugate of C10H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,62145,LC/MS Neg,100020253,4005,220.0979,,,,
met62146,4774,glycine conjugate of C10H14O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,62146,LC/MS Neg,100020254,4335,222.1136,,,,
met62065,2695,glyco-alpha-muricholate**,Lipid,Primary Bile Acid Metabolism,62065,LC/MS Neg,100020213,4734,464.3018,,,,
met62066,2696,glyco-beta-muricholate**,Lipid,Primary Bile Acid Metabolism,62066,LC/MS Neg,100020214,4762,464.3018,,,,
met32346,2688,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.3068,16564-43-5,12544,C05466,HMDB00637
met52983,2698,glycochenodeoxycholate glucuronide (1),Lipid,Primary Bile Acid Metabolism,52983,LC/MS Neg,100009264,4806,311.6658,,,,
met52974,2700,glycochenodeoxycholate sulfate,Lipid,Primary Bile Acid Metabolism,52974,LC/MS Neg,100006641,4820,263.6282,,,,
met18476,2685,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.3018,475-31-0;863-57-0,10140,C01921,HMDB00138
met52977,2701,glycocholate glucuronide (1),Lipid,Primary Bile Acid Metabolism,52977,LC/MS Neg,100009259,4533,640.3339,,,,
met57741,2734,glycocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,57741,LC/MS Neg,100001989,4750,510.2531,,,,
met18477,2705,glycodeoxycholate,Lipid,Secondary Bile Acid Metabolism,18477,LC/MS Neg,100000436,5281,448.3068,360-65-6,3035026,C05464,HMDB00631
met52975,2739,glycodeoxycholate sulfate,Lipid,Secondary Bile Acid Metabolism,52975,LC/MS Neg,100006642,4875,263.6282,,,,
met42574,2725,glycohyocholate,Lipid,Secondary Bile Acid Metabolism,42574,LC/MS Neg,100004083,5020,464.3018,,,,
met31912,2710,glycolithocholate,Lipid,Secondary Bile Acid Metabolism,31912,LC/MS Neg,100001064,5357.1,432.3119,474-74-8,115245,C15557,HMDB00698
met32620,2711,glycolithocholate sulfate*,Lipid,Secondary Bile Acid Metabolism,32620,LC/MS Neg,100001657,5011,255.6307,15324-64-8,72222,C11301,HMDB02639
met57595,2470,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Ceramides,57595,LC/MS Pos Late,100015882,3414,756.6348,,,,
met57448,2471,"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",Lipid,Ceramides,57448,LC/MS Pos Late,100015751,3667,796.6661,,,,
met57453,2472,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Ceramides,57453,LC/MS Pos Late,100015745,3380,808.6661,,,,
met57421,2459,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,Ceramides,57421,LC/MS Pos Late,100015625,3420,782.6505,,,,
met53013,2455,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,53013,LC/MS Pos Late,100009272,2623,700.5722,,,,
met52234,2456,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Ceramides,52234,LC/MS Pos Late,100001882,3053,728.6035,,,,
